1,1262343610000,Wind Turbine Data Generated for Nebula Stream,b94c4bbf-6bab-47e3-b0f6-92acac066416,Features,736,0.363738055194763,112464.004424054,1262300400000,0,electricityGeneration,Point,8.22158115316955,52.3229442824335,982050ee-a8cb-4a7a-904c-a4c45e0c9f10
2,1262343620010,Wind Turbine Data Generated for Nebula Stream,5a0aed66-c2b4-4817-883c-9e6401e821c5,Features,1348,0.508514080352706,634415.058246533,1262300400000,0,electricityGeneration,Point,13.7596392146701,49.6631541855959,a57b07e5-db32-479e-a273-690460f08b04
3,1262343630020,Wind Turbine Data Generated for Nebula Stream,d3c88537-287c-4193-b971-d5ff913e07fe,Features,4575,0.163805101556877,166353.083854311,1262300400000,1262307581080,electricityGeneration,Point,7.799886352183,53.7207819220201,049dc289-61cc-4b61-a2ab-27f59a7bfb4a
4,1262343640030,Wind Turbine Data Generated for Nebula Stream,6649de13-b03d-43eb-83f3-6147b45c4808,Features,1358,0.584981085006169,490703.977933225,1262300400000,0,electricityGeneration,Point,7.10983101211309,53.0524496119299,4530ad62-d018-4017-a7ce-1243dbe01996
5,1262343650040,Wind Turbine Data Generated for Nebula Stream,65460978-46d0-4b72-9a82-41d0bc280cf8,Features,1288,0.610928348897559,141061.410343677,1262300400000,1262311476342,electricityGeneration,Point,13.0004467708727,48.6365882389308,4a151bb1-6285-436f-acbd-0edee385300c
6,1262343660050,Wind Turbine Data Generated for Nebula Stream,3724e073-7c9b-4bff-a1a8-375dd5266de5,Features,3458,0.68491330156876,935073.634726849,1262300400000,1262307294972,electricityGeneration,Point,10.8767665473093,53.9794649364242,e0769051-c3eb-4f14-af24-992f4edd2b26
7,1262343670060,Wind Turbine Data Generated for Nebula Stream,413663f8-865f-4037-856c-45f6576f3147,Features,1128,0.312527327760396,141904.990461456,1262300400000,1262308626363,electricityGeneration,Point,13.4809399386135,47.4940376458575,5f374fac-94b3-437a-a795-830c2f1c7107
8,1262343680070,Wind Turbine Data Generated for Nebula Stream,6a389efd-e7a4-44ff-be12-4544279d98ef,Features,1079,0.387814067628179,15024.8738329085,1262300400000,1262312065773,electricityGeneration,Point,9.24029600919413,52.1969886252428,1fb1ade4-d091-4045-a8e6-254d26a1b1a2
9,1262343690080,Wind Turbine Data Generated for Nebula Stream,93c78002-0997-4caf-81ef-64e5af550777,Features,2071,0.707438400740222,70102.4311101514,1262300400000,0,electricityGeneration,Point,10.1916423441491,51.9045294311575,d2c6debb-c47f-4ca9-a0cc-ba1b192d3841
10,1262343700090,Wind Turbine Data Generated for Nebula Stream,bef6b092-d1e7-4b93-b1b7-99f4d6b6a475,Features,2632,0.190165476357072,66921.1387832837,1262300400000,0,electricityGeneration,Point,10.5735582116118,52.5312794710958,419bcfb4-b89b-4094-8990-e46a5ee533ff
11,1262343710100,Wind Turbine Data Generated for Nebula Stream,6eaafae1-475c-48b7-854d-4434a2146eef,Features,4653,0.733402136323102,758787.030128353,1262300400000,0,electricityGeneration,Point,6.62705491563477,48.1640070882875,d8fe578e-1e92-40d2-83bf-6a72e024d55a
12,1262343720110,Wind Turbine Data Generated for Nebula Stream,f3c1611f-db1c-49bf-9376-3ccae7248644,Features,3593,0.586448863376455,597841.040292289,1262300400000,1262308953634,electricityGeneration,Point,13.5460163882194,47.8707702820211,2ab9f413-848c-4ab4-a386-8615426e5c47
13,1262343730120,Wind Turbine Data Generated for Nebula Stream,a72db07d-5c8c-4924-aeb3-e28c0bff1b2f,Features,3889,0.166697381962692,56208.4638698178,1262300400000,1262308957774,electricityGeneration,Point,11.5676083031896,48.4895565624633,467c65ac-7679-4727-a05b-256571b91a46
14,1262343740130,Wind Turbine Data Generated for Nebula Stream,84f00be9-c353-442d-9356-ff0fb1caa2fb,Features,2235,0.166960815153662,299295.370391639,1262300400000,0,electricityGeneration,Point,12.3687534665037,52.9659783840874,9792b6cf-63cf-4baa-ab28-5bd6ff04189f
15,1262343750140,Wind Turbine Data Generated for Nebula Stream,e43f634d-9869-4d96-89db-0dc66a2b5134,Features,2764,0.444815366092513,724771.101972125,1262300400000,0,electricityGeneration,Point,11.5672345219213,50.4976883848825,a2db5a94-3bde-48f8-b730-ed74c7308db3
16,1262343760150,Wind Turbine Data Generated for Nebula Stream,4efb382a-03d6-42a0-b55c-a033cc7209e2,Features,4140,0.36903535559778,1123561.21309347,1262300400000,0,electricityGeneration,Point,9.36165788813403,51.0837948920254,3c3cd5d7-4f19-4f89-bc14-f9328fce6b5e
17,1262343770160,Wind Turbine Data Generated for Nebula Stream,33f13223-a0db-4246-9abb-2bf48ca78d94,Features,2338,0.610957596796031,84045.0212527331,1262300400000,1262309011585,electricityGeneration,Point,7.109556196327,49.864002735817,d10f3a8e-8acd-453a-9961-b135104d4998
18,1262343780170,Wind Turbine Data Generated for Nebula Stream,524d29d6-4d8f-4f8b-b3b4-9c55dd2cdcb4,Features,611,0.709108308591932,46676.9284783602,1262300400000,1262308305059,electricityGeneration,Point,9.86432444757062,48.8522279121001,9d6d6d98-da5c-4d54-94ee-6686cabc7b74
19,1262343790180,Wind Turbine Data Generated for Nebula Stream,68430660-21bf-42c5-affa-5827530fb389,Features,4526,0.463146434455071,1461850.83665184,1262300400000,1262310834053,electricityGeneration,Point,8.0185413477392,47.0561266092144,05a44117-f261-4fed-90c9-3211c4324b14
20,1262343800190,Wind Turbine Data Generated for Nebula Stream,1bfe930f-8aeb-449f-88b4-ec668aaadfbe,Features,555,0.726570729823562,24144.5894384562,1262300400000,0,electricityGeneration,Point,10.4531312120442,47.3108132633186,ff331964-4c3f-465e-8bba-f6f399d51fd1
21,1262343810200,Wind Turbine Data Generated for Nebula Stream,0100f145-af35-4c8e-bde7-7e044460cc95,Features,4102,0.707496060643076,2553631.11511485,1262300400000,0,electricityGeneration,Point,11.3384062534461,50.9524057874177,a56a07d4-fc60-48ba-9566-3378abec4254
