debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10620000,10680000,63,1699864279621,1699864354321
10620000,10680000,54,1699864279596,1699864354321
10620000,10680000,100,1699864279517,1699864354321
10620000,10680000,13,1699864279644,1699864354321
10620000,10680000,24,1699864279545,1699864354321
10620000,10680000,47,1699864279565,1699864354321
10680000,10740000,63,1699864349232,1699864453298
10680000,10740000,47,1699864352123,1699864453298
10680000,10740000,24,1699864351675,1699864453298
10680000,10740000,54,1699864348793,1699864453298
10680000,10740000,100,1699864346515,1699864453298
10680000,10740000,13,1699864353884,1699864453298
10740000,10800000,100,1699864428119,1699864548945
10740000,10800000,54,1699864442358,1699864548945
10740000,10800000,63,1699864441923,1699864548945
10740000,10800000,24,1699864447965,1699864548945
10740000,10800000,47,1699864446669,1699864548945
10740000,10800000,13,1699864452720,1699864548945
