WrappedNetworkMetrics$start:INTEGER(64 bits),WrappedNetworkMetrics$end:INTEGER(64 bits),WrappedNetworkMetrics$node_id:INTEGER(64 bits),WrappedNetworkMetrics$tBytes:INTEGER(64 bits),timestamp
1698838900000,1698838901000,9,300804121,1698838901130
1698838900000,1698838901000,11,318754600,1698838901156
1698838900000,1698838901000,4,2130791680,1698838901174
1698838900000,1698838901000,10,327980759,1698838901189
1698838900000,1698838901000,6,5846543147,1698838901194
1698838900000,1698838901000,5,737305874,1698838901199
1698838900000,1698838901000,8,16373127383,1698838901201
1698838900000,1698838901000,7,26899222964,1698838901217
1698838901000,1698838902000,4,2130794050,1698838902151
1698838901000,1698838902000,10,327981919,1698838902207
1698838901000,1698838902000,6,5846545072,1698838902209
1698838901000,1698838902000,5,737308285,1698838902210
1698838901000,1698838902000,8,16373129248,1698838902212
1698838901000,1698838902000,9,300805537,1698838902213
1698838901000,1698838902000,7,26899224981,1698838902215
1698838901000,1698838902000,11,318755704,1698838902240
1698838902000,1698838903000,4,2130795574,1698838903135
1698838902000,1698838903000,10,327982911,1698838903147
1698838902000,1698838903000,5,737309634,1698838903193
1698838902000,1698838903000,6,5846546333,1698838903195
1698838902000,1698838903000,9,300806647,1698838903197
1698838902000,1698838903000,8,16373130301,1698838903198
1698838902000,1698838903000,7,26899226185,1698838903216
1698838902000,1698838903000,11,318756722,1698838903225
1698838903000,1698838904000,8,16373131750,1698838904185
1698838903000,1698838904000,6,5846547924,1698838904187
1698838903000,1698838904000,9,300807850,1698838904189
1698838903000,1698838904000,5,737311457,1698838904193
1698838903000,1698838904000,4,2130797333,1698838904210
1698838903000,1698838904000,11,318757829,1698838904212
1698838903000,1698838904000,7,26899227726,1698838904225
1698838903000,1698838904000,10,327984113,1698838904231
1698838904000,1698838905000,7,26899228956,1698838905124
1698838904000,1698838905000,9,300809120,1698838905169
1698838904000,1698838905000,8,16373132977,1698838905175
1698838904000,1698838905000,6,5846549197,1698838905182
1698838904000,1698838905000,4,2130798645,1698838905185
1698838904000,1698838905000,5,737312878,1698838905187
