debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10620000,10680000,100,1700214356466,1700214402038
10620000,10680000,54,1700214356452,1700214403048
10620000,10680000,63,1700214356458,1700214404088
10620000,10680000,47,1700214356454,1700214405113
10620000,10680000,24,1700214356461,1700214405115
10620000,10680000,13,1700214356474,1700214407217
10680000,10740000,100,1700214402003,1700214456881
10680000,10740000,54,1700214403020,1700214466152
10680000,10740000,63,1700214404051,1700214467197
10680000,10740000,47,1700214405080,1700214469234
10680000,10740000,24,1700214405079,1700214470265
10680000,10740000,13,1700214407190,1700214474465
10740000,10800000,100,1700214456861,1700214507584
10740000,10800000,63,1700214467167,1700214529264
10740000,10800000,54,1700214466128,1700214530289
10740000,10800000,47,1700214469213,1700214532319
10740000,10800000,24,1700214470242,1700214535417
10740000,10800000,13,1700214474430,1700214539654
10800000,10860000,100,1700214507561,1700214566563
10800000,10860000,63,1700214529235,1700214589262
10800000,10860000,54,1700214530257,1700214594432
10800000,10860000,47,1700214532290,1700214595422
10800000,10860000,24,1700214535395,1700214601609
10800000,10860000,13,1700214539630,1700214605880
10860000,10920000,100,1700214566534,1700214623489
10860000,10920000,63,1700214589234,1700214649261
