WrappedNetworkMetrics$start:INTEGER(64 bits),WrappedNetworkMetrics$end:INTEGER(64 bits),WrappedNetworkMetrics$node_id:INTEGER(64 bits),WrappedNetworkMetrics$tBytes:INTEGER(64 bits),timestamp
1698833847000,1698833848000,11,315141255,1698833848215
1698833847000,1698833848000,10,324317939,1698833848215
1698833847000,1698833848000,8,16369341476,1698833848215
1698833847000,1698833848000,4,2126778237,1698833848218
1698833847000,1698833848000,6,5842645748,1698833848218
1698833847000,1698833848000,5,733361898,1698833848218
1698833847000,1698833848000,7,26895377306,1698833848218
1698833848000,1698833849000,6,5842647915,1698833849199
1698833848000,1698833849000,7,26895379458,1698833849199
1698833848000,1698833849000,5,733364059,1698833849199
1698833848000,1698833849000,4,2126780494,1698833849199
1698833848000,1698833849000,11,315143666,1698833849216
1698833848000,1698833849000,9,297083104,1698833849216
1698833848000,1698833849000,10,324320215,1698833849216
1698833848000,1698833849000,8,16369343629,1698833849216
1698833849000,1698833850000,7,26895382028,1698833850187
1698833849000,1698833850000,4,2126783208,1698833850187
1698833849000,1698833850000,6,5842650542,1698833850187
1698833849000,1698833850000,5,733366767,1698833850187
1698833849000,1698833850000,9,297085589,1698833850201
1698833849000,1698833850000,10,324322623,1698833850201
1698833849000,1698833850000,11,315146206,1698833850201
1698833849000,1698833850000,8,16369346192,1698833850201
1698833850000,1698833851000,4,2126785300,1698833851190
1698833850000,1698833851000,7,26895384324,1698833851190
1698833850000,1698833851000,6,5842652813,1698833851190
1698833850000,1698833851000,5,733368934,1698833851190
1698833850000,1698833851000,9,297087944,1698833851206
1698833850000,1698833851000,11,315148662,1698833851206
1698833850000,1698833851000,10,324325027,1698833851206
1698833850000,1698833851000,8,16369348521,1698833851206
1698833851000,1698833852000,4,2126787777,1698833852191
1698833851000,1698833852000,7,26895386739,1698833852191
1698833851000,1698833852000,6,5842655281,1698833852191
1698833851000,1698833852000,5,733371434,1698833852191
1698833851000,1698833852000,9,297090394,1698833852213
1698833851000,1698833852000,11,315150933,1698833852213
1698833851000,1698833852000,8,16369350932,1698833852213
1698833851000,1698833852000,10,324327337,1698833852213
1698833852000,1698833853000,11,315153572,1698833853192
1698833852000,1698833853000,10,324329924,1698833853192
1698833852000,1698833853000,8,16369353439,1698833853192
1698833852000,1698833853000,9,297093026,1698833853192
1698833852000,1698833853000,4,2126790270,1698833853219
1698833852000,1698833853000,7,26895389239,1698833853219
1698833852000,1698833853000,6,5842657705,1698833853219
1698833852000,1698833853000,5,733373853,1698833853219
1698833853000,1698833854000,7,26895391538,1698833854199
1698833853000,1698833854000,6,5842660074,1698833854199
1698833853000,1698833854000,5,733376273,1698833854199
1698833853000,1698833854000,4,2126792803,1698833854199
1698833853000,1698833854000,11,315155868,1698833854218
1698833853000,1698833854000,10,324332065,1698833854218
1698833853000,1698833854000,8,16369355761,1698833854218
1698833853000,1698833854000,9,297095240,1698833854218
1698833854000,1698833855000,7,26895394142,1698833855184
1698833854000,1698833855000,6,5842662587,1698833855184
1698833854000,1698833855000,5,733378714,1698833855184
1698833854000,1698833855000,4,2126795180,1698833855184
1698833854000,1698833855000,10,324334715,1698833855195
1698833854000,1698833855000,9,297097926,1698833855195
1698833854000,1698833855000,8,16369358305,1698833855195
1698833854000,1698833855000,11,315158736,1698833855195
1698833855000,1698833856000,7,26895396300,1698833856164
1698833855000,1698833856000,6,5842664803,1698833856164
1698833855000,1698833856000,5,733380982,1698833856164
1698833855000,1698833856000,4,2126797504,1698833856164
1698833855000,1698833856000,10,324336996,1698833856227
1698833855000,1698833856000,9,297100066,1698833856227
1698833855000,1698833856000,8,16369360517,1698833856227
1698833855000,1698833856000,11,315160871,1698833856227
1698833856000,1698833857000,7,26895399017,1698833857148
1698833856000,1698833857000,6,5842667443,1698833857148
1698833856000,1698833857000,4,2126800037,1698833857148
1698833856000,1698833857000,5,733383613,1698833857148
1698833856000,1698833857000,9,297102635,1698833857206
1698833856000,1698833857000,11,315163393,1698833857206
1698833856000,1698833857000,8,16369363189,1698833857206
1698833856000,1698833857000,10,324339676,1698833857206
1698833857000,1698833858000,7,26895401163,1698833858139
1698833857000,1698833858000,4,2126802106,1698833858139
1698833857000,1698833858000,6,5842669603,1698833858139
1698833857000,1698833858000,5,733385739,1698833858139
1698833857000,1698833858000,9,297104998,1698833858217
1698833857000,1698833858000,11,315165742,1698833858217
1698833857000,1698833858000,8,16369365429,1698833858217
1698833857000,1698833858000,10,324341891,1698833858217
1698833858000,1698833859000,11,315168185,1698833859193
1698833858000,1698833859000,8,16369367909,1698833859193
1698833858000,1698833859000,10,324344378,1698833859193
1698833858000,1698833859000,9,297107658,1698833859193
1698833858000,1698833859000,4,2126804941,1698833859222
1698833858000,1698833859000,7,26895403862,1698833859222
1698833858000,1698833859000,6,5842672210,1698833859222
1698833858000,1698833859000,5,733388434,1698833859222
1698833859000,1698833860000,11,315170771,1698833860212
1698833859000,1698833860000,8,16369370324,1698833860212
1698833859000,1698833860000,10,324346774,1698833860212
1698833859000,1698833860000,9,297110009,1698833860212
1698833859000,1698833860000,6,5842674524,1698833860218
1698833859000,1698833860000,5,733390729,1698833860218
1698833859000,1698833860000,4,2126807254,1698833860218
1698833859000,1698833860000,7,26895406277,1698833860218
1698833860000,1698833861000,8,16369372679,1698833861194
1698833860000,1698833861000,10,324349103,1698833861194
1698833860000,1698833861000,9,297112332,1698833861194
1698833860000,1698833861000,11,315173217,1698833861194
1698833860000,1698833861000,6,5842676957,1698833861210
1698833860000,1698833861000,5,733393141,1698833861210
1698833860000,1698833861000,4,2126809730,1698833861210
1698833860000,1698833861000,7,26895408736,1698833861210
1698833861000,1698833862000,8,16369375228,1698833862171
1698833861000,1698833862000,9,297114874,1698833862171
1698833861000,1698833862000,10,324351677,1698833862171
1698833861000,1698833862000,11,315175760,1698833862171
1698833861000,1698833862000,6,5842679497,1698833862223
1698833861000,1698833862000,5,733395579,1698833862223
1698833861000,1698833862000,4,2126812012,1698833862223
1698833861000,1698833862000,7,26895411134,1698833862223
1698833862000,1698833863000,5,733397930,1698833863216
1698833862000,1698833863000,4,2126814372,1698833863216
1698833862000,1698833863000,7,26895413401,1698833863216
1698833862000,1698833863000,6,5842681942,1698833863216
1698833862000,1698833863000,8,16369377591,1698833863225
1698833862000,1698833863000,9,297117031,1698833863225
1698833862000,1698833863000,10,324353855,1698833863225
1698833862000,1698833863000,11,315177966,1698833863225
1698833863000,1698833864000,5,733400440,1698833864211
1698833863000,1698833864000,4,2126816795,1698833864211
1698833863000,1698833864000,7,26895415954,1698833864211
1698833863000,1698833864000,6,5842684462,1698833864211
1698833863000,1698833864000,9,297119743,1698833864226
1698833863000,1698833864000,10,324356503,1698833864226
1698833863000,1698833864000,11,315180623,1698833864226
1698833863000,1698833864000,8,16369380320,1698833864226
1698833864000,1698833865000,5,733402864,1698833865218
1698833864000,1698833865000,4,2126818967,1698833865218
1698833864000,1698833865000,7,26895418128,1698833865218
1698833864000,1698833865000,6,5842686734,1698833865218
1698833864000,1698833865000,9,297121903,1698833865227
1698833864000,1698833865000,10,324358824,1698833865227
1698833864000,1698833865000,11,315182826,1698833865227
1698833864000,1698833865000,8,16369382490,1698833865227
1698833865000,1698833866000,4,2126821549,1698833866213
1698833865000,1698833866000,7,26895420835,1698833866213
1698833865000,1698833866000,6,5842689337,1698833866213
1698833865000,1698833866000,5,733405548,1698833866213
1698833865000,1698833866000,11,315185470,1698833866221
1698833865000,1698833866000,9,297124596,1698833866221
1698833865000,1698833866000,8,16369385158,1698833866221
1698833865000,1698833866000,10,324361483,1698833866221
1698833866000,1698833867000,4,2126823702,1698833867202
1698833866000,1698833867000,7,26895423019,1698833867202
1698833866000,1698833867000,6,5842691587,1698833867202
1698833866000,1698833867000,5,733407844,1698833867202
1698833866000,1698833867000,8,16369387413,1698833867210
1698833866000,1698833867000,10,324363793,1698833867210
1698833866000,1698833867000,11,315187969,1698833867210
1698833866000,1698833867000,9,297127057,1698833867210
1698833867000,1698833868000,11,315190345,1698833868200
1698833867000,1698833868000,10,324366201,1698833868200
1698833867000,1698833868000,8,16369389918,1698833868200
1698833867000,1698833868000,9,297129495,1698833868200
1698833867000,1698833868000,4,2126826457,1698833868227
1698833867000,1698833868000,7,26895425580,1698833868227
1698833867000,1698833868000,6,5842694172,1698833868227
1698833867000,1698833868000,5,733410458,1698833868227
1698833868000,1698833869000,11,315192842,1698833869195
1698833868000,1698833869000,10,324368646,1698833869195
1698833868000,1698833869000,8,16369392428,1698833869195
1698833868000,1698833869000,9,297131823,1698833869195
1698833868000,1698833869000,7,26895427900,1698833869202
1698833868000,1698833869000,6,5842696443,1698833869202
1698833868000,1698833869000,5,733412675,1698833869202
1698833868000,1698833869000,4,2126828791,1698833869202
1698833869000,1698833870000,7,26895430255,1698833870181
1698833869000,1698833870000,6,5842698849,1698833870181
1698833869000,1698833870000,5,733415121,1698833870181
1698833869000,1698833870000,4,2126831202,1698833870181
1698833869000,1698833870000,11,315195183,1698833870210
1698833869000,1698833870000,10,324370797,1698833870210
1698833869000,1698833870000,9,297134067,1698833870210
1698833869000,1698833870000,8,16369394729,1698833870210
1698833870000,1698833871000,7,26895432798,1698833871168
1698833870000,1698833871000,5,733417526,1698833871168
1698833870000,1698833871000,4,2126833566,1698833871168
1698833870000,1698833871000,6,5842701279,1698833871168
1698833870000,1698833871000,10,324373352,1698833871198
1698833870000,1698833871000,9,297136561,1698833871198
1698833870000,1698833871000,8,16369397261,1698833871198
1698833870000,1698833871000,11,315197887,1698833871198
1698833871000,1698833872000,7,26895434968,1698833872162
1698833871000,1698833872000,4,2126835889,1698833872162
1698833871000,1698833872000,5,733419849,1698833872162
1698833871000,1698833872000,6,5842703540,1698833872162
1698833871000,1698833872000,10,324375695,1698833872226
1698833871000,1698833872000,9,297138862,1698833872226
1698833871000,1698833872000,11,315200016,1698833872226
1698833871000,1698833872000,8,16369399527,1698833872226
1698833872000,1698833873000,11,315202658,1698833873202
1698833872000,1698833873000,8,16369402118,1698833873202
1698833872000,1698833873000,9,297141636,1698833873202
1698833872000,1698833873000,10,324378501,1698833873202
1698833872000,1698833873000,7,26895437792,1698833873214
1698833872000,1698833873000,4,2126838374,1698833873214
1698833872000,1698833873000,5,733422414,1698833873214
1698833872000,1698833873000,6,5842706165,1698833873214
1698833873000,1698833874000,11,315204905,1698833874197
1698833873000,1698833874000,9,297143765,1698833874197
1698833873000,1698833874000,10,324380624,1698833874197
1698833873000,1698833874000,8,16369404373,1698833874197
1698833873000,1698833874000,4,2126840749,1698833874209
1698833873000,1698833874000,6,5842708380,1698833874209
1698833873000,1698833874000,5,733424629,1698833874209
1698833873000,1698833874000,7,26895440134,1698833874209
1698833874000,1698833875000,11,315207369,1698833875194
1698833874000,1698833875000,9,297146302,1698833875194
1698833874000,1698833875000,10,324383114,1698833875194
1698833874000,1698833875000,8,16369406990,1698833875194
1698833874000,1698833875000,6,5842711002,1698833875197
1698833874000,1698833875000,5,733427282,1698833875197
1698833874000,1698833875000,7,26895442783,1698833875197
1698833874000,1698833875000,4,2126843434,1698833875197
1698833875000,1698833876000,5,733429438,1698833876186
1698833875000,1698833876000,6,5842713187,1698833876186
1698833875000,1698833876000,4,2126845515,1698833876186
1698833875000,1698833876000,7,26895444966,1698833876186
1698833875000,1698833876000,11,315209905,1698833876210
1698833875000,1698833876000,9,297148556,1698833876210
1698833875000,1698833876000,10,324385434,1698833876210
1698833875000,1698833876000,8,16369409201,1698833876210
1698833876000,1698833877000,5,733432037,1698833877179
1698833876000,1698833877000,6,5842715732,1698833877179
1698833876000,1698833877000,4,2126848149,1698833877179
1698833876000,1698833877000,7,26895447502,1698833877179
1698833876000,1698833877000,9,297151045,1698833877215
1698833876000,1698833877000,10,324387773,1698833877215
1698833876000,1698833877000,8,16369411751,1698833877215
1698833876000,1698833877000,11,315212310,1698833877215
1698833877000,1698833878000,4,2126850528,1698833878202
1698833877000,1698833878000,5,733434308,1698833878202
1698833877000,1698833878000,6,5842718062,1698833878202
1698833877000,1698833878000,7,26895449785,1698833878202
1698833877000,1698833878000,10,324390438,1698833878226
1698833877000,1698833878000,8,16369414033,1698833878226
1698833877000,1698833878000,11,315214894,1698833878226
1698833877000,1698833878000,9,297153530,1698833878226
1698833878000,1698833879000,11,315217025,1698833879218
1698833878000,1698833879000,8,16369416357,1698833879218
1698833878000,1698833879000,9,297155747,1698833879218
1698833878000,1698833879000,10,324392702,1698833879218
1698833878000,1698833879000,6,5842720551,1698833879221
1698833878000,1698833879000,5,733436691,1698833879221
1698833878000,1698833879000,7,26895452136,1698833879221
1698833878000,1698833879000,4,2126853025,1698833879221
1698833879000,1698833880000,11,315219731,1698833880195
1698833879000,1698833880000,8,16369418937,1698833880195
1698833879000,1698833880000,9,297158362,1698833880195
1698833879000,1698833880000,10,324395334,1698833880195
1698833879000,1698833880000,5,733439232,1698833880218
1698833879000,1698833880000,7,26895454718,1698833880218
1698833879000,1698833880000,4,2126855421,1698833880218
1698833879000,1698833880000,6,5842723186,1698833880218
1698833880000,1698833881000,5,733441639,1698833881222
1698833880000,1698833881000,7,26895456913,1698833881222
1698833880000,1698833881000,4,2126857683,1698833881222
1698833880000,1698833881000,6,5842725476,1698833881222
1698833880000,1698833881000,11,315222019,1698833881226
1698833880000,1698833881000,8,16369421094,1698833881226
1698833880000,1698833881000,9,297160456,1698833881226
1698833880000,1698833881000,10,324397489,1698833881226
1698833881000,1698833882000,9,297163051,1698833882215
1698833881000,1698833882000,8,16369423722,1698833882215
1698833881000,1698833882000,10,324400103,1698833882215
1698833881000,1698833882000,11,315224687,1698833882215
1698833881000,1698833882000,7,26895459502,1698833882222
1698833881000,1698833882000,4,2126860167,1698833882222
1698833881000,1698833882000,6,5842728036,1698833882222
1698833881000,1698833882000,5,733444293,1698833882222
1698833882000,1698833883000,7,26895461722,1698833883219
1698833882000,1698833883000,4,2126862435,1698833883219
1698833882000,1698833883000,6,5842730226,1698833883219
1698833882000,1698833883000,5,733446512,1698833883219
1698833882000,1698833883000,9,297165393,1698833883224
1698833882000,1698833883000,10,324402304,1698833883224
1698833882000,1698833883000,8,16369425959,1698833883224
1698833882000,1698833883000,11,315226918,1698833883224
1698833883000,1698833884000,10,324404645,1698833884198
1698833883000,1698833884000,8,16369428376,1698833884198
1698833883000,1698833884000,11,315229232,1698833884198
1698833883000,1698833884000,9,297167906,1698833884198
1698833883000,1698833884000,7,26895464352,1698833884212
1698833883000,1698833884000,6,5842732773,1698833884212
1698833883000,1698833884000,5,733449106,1698833884212
1698833883000,1698833884000,4,2126865170,1698833884212
1698833884000,1698833885000,6,5842735033,1698833885212
1698833884000,1698833885000,4,2126867291,1698833885212
1698833884000,1698833885000,7,26895466766,1698833885212
1698833884000,1698833885000,5,733451293,1698833885212
1698833884000,1698833885000,10,324407194,1698833885214
1698833884000,1698833885000,8,16369430737,1698833885214
1698833884000,1698833885000,11,315231710,1698833885214
1698833884000,1698833885000,9,297170269,1698833885214
1698833885000,1698833886000,8,16369433149,1698833886190
1698833885000,1698833886000,11,315233883,1698833886190
1698833885000,1698833886000,9,297172515,1698833886190
1698833885000,1698833886000,10,324409455,1698833886190
1698833885000,1698833886000,4,2126869711,1698833886213
1698833885000,1698833886000,7,26895469176,1698833886213
1698833885000,1698833886000,6,5842737479,1698833886213
1698833885000,1698833886000,5,733453825,1698833886213
1698833886000,1698833887000,8,16369435694,1698833887181
1698833886000,1698833887000,9,297175161,1698833887181
1698833886000,1698833887000,11,315236607,1698833887181
1698833886000,1698833887000,10,324412127,1698833887181
1698833886000,1698833887000,4,2126872081,1698833887206
1698833886000,1698833887000,7,26895471666,1698833887206
1698833886000,1698833887000,6,5842739969,1698833887206
1698833886000,1698833887000,5,733456211,1698833887206
1698833887000,1698833888000,8,16369437884,1698833888157
1698833887000,1698833888000,9,297177242,1698833888157
1698833887000,1698833888000,11,315238763,1698833888157
1698833887000,1698833888000,10,324414212,1698833888157
1698833887000,1698833888000,4,2126874383,1698833888200
1698833887000,1698833888000,7,26895473922,1698833888200
1698833887000,1698833888000,6,5842742265,1698833888200
1698833887000,1698833888000,5,733458546,1698833888200
1698833888000,1698833889000,8,16369440549,1698833889213
1698833888000,1698833889000,9,297180029,1698833889213
1698833888000,1698833889000,11,315241351,1698833889213
1698833888000,1698833889000,10,324416783,1698833889213
1698833888000,1698833889000,4,2126876936,1698833889227
1698833888000,1698833889000,7,26895476536,1698833889227
1698833888000,1698833889000,6,5842744842,1698833889227
1698833888000,1698833889000,5,733461075,1698833889227
1698833889000,1698833890000,7,26895478650,1698833890208
1698833889000,1698833890000,6,5842747026,1698833890208
1698833889000,1698833890000,5,733463295,1698833890208
1698833889000,1698833890000,4,2126879276,1698833890208
1698833889000,1698833890000,8,16369442832,1698833890221
1698833889000,1698833890000,11,315243575,1698833890221
1698833889000,1698833890000,10,324418971,1698833890221
1698833889000,1698833890000,9,297182334,1698833890221
1698833890000,1698833891000,7,26895481254,1698833891216
1698833890000,1698833891000,6,5842749682,1698833891216
1698833890000,1698833891000,5,733465898,1698833891216
1698833890000,1698833891000,4,2126881862,1698833891216
1698833890000,1698833891000,10,324421593,1698833891226
1698833890000,1698833891000,11,315246193,1698833891226
1698833890000,1698833891000,9,297184826,1698833891226
1698833890000,1698833891000,8,16369445527,1698833891226
1698833891000,1698833892000,7,26895483530,1698833892207
1698833891000,1698833892000,6,5842751856,1698833892207
1698833891000,1698833892000,5,733468026,1698833892207
1698833891000,1698833892000,4,2126883988,1698833892207
1698833891000,1698833892000,9,297187098,1698833892219
1698833891000,1698833892000,10,324423952,1698833892219
1698833891000,1698833892000,8,16369447815,1698833892219
1698833891000,1698833892000,11,315248625,1698833892219
1698833892000,1698833893000,7,26895486042,1698833893188
1698833892000,1698833893000,6,5842754431,1698833893188
1698833892000,1698833893000,5,733470722,1698833893188
1698833892000,1698833893000,4,2126886559,1698833893188
1698833892000,1698833893000,9,297189594,1698833893208
1698833892000,1698833893000,10,324426362,1698833893208
1698833892000,1698833893000,8,16369450309,1698833893208
1698833892000,1698833893000,11,315251037,1698833893208
1698833893000,1698833894000,10,324428804,1698833894205
1698833893000,1698833894000,11,315253504,1698833894205
1698833893000,1698833894000,8,16369452685,1698833894205
1698833893000,1698833894000,9,297192058,1698833894205
1698833893000,1698833894000,7,26895488490,1698833894215
1698833893000,1698833894000,6,5842756745,1698833894215
1698833893000,1698833894000,5,733473008,1698833894215
1698833893000,1698833894000,4,2126888913,1698833894215
1698833894000,1698833895000,10,324430894,1698833895203
1698833894000,1698833895000,11,315255622,1698833895203
1698833894000,1698833895000,9,297194312,1698833895203
1698833894000,1698833895000,8,16369455040,1698833895203
1698833894000,1698833895000,6,5842759056,1698833895207
1698833894000,1698833895000,5,733475374,1698833895207
1698833894000,1698833895000,4,2126891297,1698833895207
1698833894000,1698833895000,7,26895491031,1698833895207
1698833895000,1698833896000,6,5842761579,1698833896196
1698833895000,1698833896000,5,733477793,1698833896196
1698833895000,1698833896000,4,2126893665,1698833896196
1698833895000,1698833896000,7,26895493479,1698833896196
1698833895000,1698833896000,10,324433557,1698833896202
1698833895000,1698833896000,11,315258339,1698833896202
1698833895000,1698833896000,9,297196934,1698833896202
1698833895000,1698833896000,8,16369457556,1698833896202
1698833896000,1698833897000,10,324435842,1698833897218
1698833896000,1698833897000,11,315260451,1698833897218
1698833896000,1698833897000,9,297199061,1698833897218
1698833896000,1698833897000,8,16369459720,1698833897218
1698833896000,1698833897000,6,5842763981,1698833897221
1698833896000,1698833897000,5,733480122,1698833897221
1698833896000,1698833897000,4,2126895901,1698833897221
1698833896000,1698833897000,7,26895495654,1698833897221
1698833897000,1698833898000,11,315263019,1698833898194
1698833897000,1698833898000,9,297201613,1698833898194
1698833897000,1698833898000,8,16369462355,1698833898194
1698833897000,1698833898000,10,324438529,1698833898194
1698833897000,1698833898000,4,2126898392,1698833898205
1698833897000,1698833898000,5,733482673,1698833898205
1698833897000,1698833898000,7,26895498323,1698833898205
1698833897000,1698833898000,6,5842766649,1698833898205
1698833898000,1698833899000,4,2126900688,1698833899212
1698833898000,1698833899000,5,733484804,1698833899212
1698833898000,1698833899000,7,26895500490,1698833899212
1698833898000,1698833899000,6,5842768768,1698833899212
1698833898000,1698833899000,11,315265409,1698833899217
1698833898000,1698833899000,9,297203815,1698833899217
1698833898000,1698833899000,8,16369464522,1698833899217
1698833898000,1698833899000,10,324440717,1698833899217
1698833899000,1698833900000,5,733487527,1698833900195
1698833899000,1698833900000,7,26895503079,1698833900195
1698833899000,1698833900000,6,5842771497,1698833900195
1698833899000,1698833900000,4,2126903402,1698833900195
1698833899000,1698833900000,9,297206448,1698833900224
1698833899000,1698833900000,10,324443275,1698833900224
1698833899000,1698833900000,8,16369467058,1698833900224
1698833899000,1698833900000,11,315268027,1698833900224
1698833900000,1698833901000,8,16369469334,1698833901208
1698833900000,1698833901000,10,324445646,1698833901208
1698833900000,1698833901000,11,315270361,1698833901208
1698833900000,1698833901000,9,297208826,1698833901208
1698833900000,1698833901000,5,733489862,1698833901221
1698833900000,1698833901000,7,26895505324,1698833901221
1698833900000,1698833901000,6,5842773690,1698833901221
1698833900000,1698833901000,4,2126905532,1698833901221
1698833901000,1698833902000,7,26895507746,1698833902167
1698833901000,1698833902000,6,5842776214,1698833902167
1698833901000,1698833902000,4,2126908052,1698833902167
1698833901000,1698833902000,5,733492396,1698833902167
1698833901000,1698833902000,10,324447929,1698833902193
1698833901000,1698833902000,11,315272595,1698833902193
1698833901000,1698833902000,8,16369471791,1698833902193
1698833901000,1698833902000,9,297211216,1698833902193
1698833902000,1698833903000,10,324450420,1698833903177
1698833902000,1698833903000,11,315275134,1698833903177
1698833902000,1698833903000,8,16369474218,1698833903177
1698833902000,1698833903000,9,297213649,1698833903177
1698833902000,1698833903000,5,733494660,1698833903207
1698833902000,1698833903000,7,26895510169,1698833903207
1698833902000,1698833903000,4,2126910291,1698833903207
1698833902000,1698833903000,6,5842778537,1698833903207
1698833903000,1698833904000,7,26895512399,1698833904197
1698833903000,1698833904000,4,2126912658,1698833904197
1698833903000,1698833904000,6,5842780853,1698833904197
1698833903000,1698833904000,5,733497194,1698833904197
1698833903000,1698833904000,10,324452664,1698833904226
1698833903000,1698833904000,11,315277377,1698833904226
1698833903000,1698833904000,8,16369476402,1698833904226
1698833903000,1698833904000,9,297215743,1698833904226
1698833904000,1698833905000,4,2126915172,1698833905189
1698833904000,1698833905000,6,5842783398,1698833905189
1698833904000,1698833905000,7,26895514966,1698833905189
1698833904000,1698833905000,5,733499682,1698833905189
1698833904000,1698833905000,8,16369479017,1698833905207
1698833904000,1698833905000,9,297218402,1698833905207
1698833904000,1698833905000,11,315280079,1698833905207
1698833904000,1698833905000,10,324455406,1698833905207
1698833905000,1698833906000,8,16369481167,1698833906190
1698833905000,1698833906000,9,297220623,1698833906190
1698833905000,1698833906000,11,315282319,1698833906190
1698833905000,1698833906000,10,324457616,1698833906190
1698833905000,1698833906000,4,2126917361,1698833906214
1698833905000,1698833906000,7,26895517146,1698833906214
1698833905000,1698833906000,6,5842785535,1698833906214
1698833905000,1698833906000,5,733501817,1698833906214
1698833906000,1698833907000,9,297223085,1698833907194
1698833906000,1698833907000,8,16369483713,1698833907194
1698833906000,1698833907000,11,315284706,1698833907194
1698833906000,1698833907000,10,324460037,1698833907194
1698833906000,1698833907000,7,26895519733,1698833907219
1698833906000,1698833907000,6,5842788156,1698833907219
1698833906000,1698833907000,5,733504423,1698833907219
1698833906000,1698833907000,4,2126920186,1698833907219
1698833907000,1698833908000,11,315287299,1698833908210
1698833907000,1698833908000,9,297225389,1698833908210
