debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(16 bits),debs$absolute_a:INTEGER(32 bits),timestamp
10634000,10635000,74,37744744,1699016493308
10634000,10635000,63,47637273,1699016493321
10629000,10630000,98,64457739,1699016493331
10635000,10636000,98,195408903,1699016493333
10634000,10635000,100,51459173,1699016493345
10634000,10635000,54,3061725,1699016493366
10635000,10636000,54,278750854,1699016493368
10634000,10635000,13,72361780,1699016493377
10634000,10635000,47,83216985,1699016493380
10634000,10635000,24,69595223,1699016493400
10635000,10636000,74,196388557,1699016493501
10635000,10636000,63,196771533,1699016493510
10636000,10637000,98,122847181,1699016493523
10637000,10638000,98,95854619,1699016493524
10635000,10636000,100,259782657,1699016493540
10635000,10636000,47,291996865,1699016493575
10635000,10636000,13,359085209,1699016493596
10635000,10636000,24,318101234,1699016493597
10636000,10637000,74,287176057,1699016493697
10636000,10637000,63,229067673,1699016493703
10638000,10639000,98,153416618,1699016493717
10639000,10640000,98,127847233,1699016493718
10636000,10637000,100,219175771,1699016493738
10636000,10637000,54,408588253,1699016493763
10636000,10637000,47,298845459,1699016493770
10636000,10637000,24,252897084,1699016493792
10636000,10637000,13,353040506,1699016493816
10637000,10638000,74,212432939,1699016493893
10637000,10638000,63,173561404,1699016493897
10640000,10641000,98,284334812,1699016493912
10637000,10638000,100,303742215,1699016493934
10637000,10638000,54,248586799,1699016493963
10637000,10638000,47,348318573,1699016493966
10637000,10638000,24,223957226,1699016493989
10637000,10638000,13,347395295,1699016494035
10638000,10639000,74,274351527,1699016494088
10638000,10639000,63,192200090,1699016494089
10641000,10642000,98,484208643,1699016494107
10638000,10639000,100,329116808,1699016494132
10638000,10639000,47,539008751,1699016494162
10638000,10639000,54,315445715,1699016494163
10638000,10639000,24,231333956,1699016494185
10638000,10639000,13,319420727,1699016494255
10639000,10640000,63,193220213,1699016494283
10639000,10640000,74,241110409,1699016494285
10642000,10643000,98,198090178,1699016494302
10645000,10646000,98,38129393,1699016494303
10646000,10647000,98,49156854,1699016494305
10639000,10640000,100,340132283,1699016494328
10639000,10640000,47,256533341,1699016494358
10639000,10640000,54,241218347,1699016494363
10639000,10640000,24,211089844,1699016494380
10639000,10640000,13,301511674,1699016494476
10640000,10641000,63,207446947,1699016494478
10640000,10641000,74,209836584,1699016494480
10649000,10650000,98,220723515,1699016494495
10650000,10651000,98,42201723,1699016494497
10640000,10641000,100,278598732,1699016494524
10640000,10641000,47,276946609,1699016494554
10640000,10641000,54,267322062,1699016494563
10640000,10641000,24,267996039,1699016494578
10641000,10642000,63,248433973,1699016494670
10641000,10642000,74,193264265,1699016494675
10653000,10654000,98,242260780,1699016494690
10654000,10655000,98,254669268,1699016494691
10640000,10641000,13,312256247,1699016494695
10641000,10642000,100,279909348,1699016494721
10641000,10642000,47,253560349,1699016494750
10641000,10642000,54,284393076,1699016494763
10641000,10642000,24,278899733,1699016494776
10642000,10643000,63,220838362,1699016494863
10642000,10643000,74,231668502,1699016494871
10655000,10656000,98,210238578,1699016494884
10641000,10642000,13,252870617,1699016494916
10642000,10643000,100,220938865,1699016494919
10642000,10643000,47,249742433,1699016494945
10642000,10643000,54,278695159,1699016494963
10642000,10643000,24,292215419,1699016494973
10643000,10644000,63,192610092,1699016495056
10643000,10644000,74,275546363,1699016495067
10656000,10657000,98,144263376,1699016495078
10643000,10644000,100,203685977,1699016495117
10644000,10645000,100,226281310,1699016495120
10642000,10643000,13,358812775,1699016495135
10643000,10644000,47,231250104,1699016495138
10643000,10644000,54,275771646,1699016495163
10643000,10644000,24,261865489,1699016495168
10644000,10645000,63,225992267,1699016495249
10644000,10645000,74,234985569,1699016495261
10657000,10658000,98,196949032,1699016495272
10658000,10659000,98,14673664,1699016495274
10659000,10660000,98,55106141,1699016495275
10661000,10662000,98,90686855,1699016495277
10645000,10646000,100,192029259,1699016495314
10644000,10645000,47,271746423,1699016495335
10644000,10645000,54,296876655,1699016495363
10644000,10645000,24,274827957,1699016495365
10645000,10646000,63,240471198,1699016495443
10645000,10646000,74,247381653,1699016495456
10662000,10663000,98,119489263,1699016495464
10665000,10666000,98,135703502,1699016495466
10646000,10647000,100,258637058,1699016495513
10645000,10646000,47,234815927,1699016495530
10645000,10646000,24,386815559,1699016495562
10645000,10646000,54,382844989,1699016495564
10643000,10644000,13,296809101,1699016495575
10646000,10647000,63,216372668,1699016495637
10646000,10647000,74,228879194,1699016495653
10666000,10667000,98,202445993,1699016495660
10667000,10668000,98,37178142,1699016495661
10668000,10669000,98,81336702,1699016495663
10647000,10648000,100,246848741,1699016495708
10646000,10647000,47,226413984,1699016495726
10646000,10647000,24,439466903,1699016495760
10646000,10647000,54,270125795,1699016495762
10644000,10645000,13,315771341,1699016495795
10647000,10648000,63,205214890,1699016495831
10647000,10648000,74,235003849,1699016495847
10669000,10670000,98,284395143,1699016495854
10648000,10649000,100,289544742,1699016495904
10647000,10648000,47,271288624,1699016495920
10647000,10648000,54,288211334,1699016495962
10645000,10646000,13,290780669,1699016496016
10648000,10649000,63,185993154,1699016496025
10648000,10649000,74,173080468,1699016496043
10670000,10671000,98,328621268,1699016496049
10649000,10650000,100,208187338,1699016496100
10648000,10649000,47,201755736,1699016496114
10647000,10648000,24,386775465,1699016496152
10648000,10649000,54,259135200,1699016496162
10649000,10650000,63,230195851,1699016496219
10646000,10647000,13,287551716,1699016496236
10649000,10650000,74,184819667,1699016496237
10671000,10672000,98,55598144,1699016496244
10672000,10673000,98,102589275,1699016496246
10675000,10676000,98,94069651,1699016496247
10650000,10651000,100,201840780,1699016496296
10649000,10650000,47,173306585,1699016496310
10648000,10649000,24,228246987,1699016496348
10649000,10650000,54,241462555,1699016496361
10650000,10651000,63,216319600,1699016496414
10650000,10651000,74,179884747,1699016496433
10676000,10677000,98,56834568,1699016496438
10677000,10678000,98,150941724,1699016496439
10647000,10648000,13,270512456,1699016496455
10651000,10652000,100,254303490,1699016496492
10650000,10651000,47,242211352,1699016496506
10649000,10650000,24,242113952,1699016496544
10650000,10651000,54,242659471,1699016496559
10651000,10652000,63,234602017,1699016496607
10651000,10652000,74,250261920,1699016496628
10678000,10679000,98,182552507,1699016496633
10679000,10680000,98,113282333,1699016496634
10648000,10649000,13,259799402,1699016496675
10652000,10653000,100,251303406,1699016496688
10650000,10651000,24,307558782,1699016496741
10651000,10652000,54,269431806,1699016496759
10652000,10653000,63,225520325,1699016496799
10652000,10653000,74,188228030,1699016496824
10682000,10683000,98,230830658,1699016496827
10653000,10654000,100,212675000,1699016496886
10649000,10650000,13,288970710,1699016496896
10651000,10652000,47,271405221,1699016496898
10651000,10652000,24,223346655,1699016496938
10652000,10653000,54,308730801,1699016496959
10653000,10654000,63,254232602,1699016496993
10653000,10654000,74,213268954,1699016497020
10683000,10684000,98,288826086,1699016497022
10654000,10655000,100,201013463,1699016497084
10652000,10653000,47,285599497,1699016497091
10650000,10651000,13,286488929,1699016497115
10652000,10653000,24,300662530,1699016497136
10653000,10654000,54,282796393,1699016497159
10654000,10655000,63,253151650,1699016497186
10654000,10655000,74,207772457,1699016497215
10684000,10685000,98,364052343,1699016497217
10685000,10686000,98,8800036,1699016497219
10687000,10688000,98,212072743,1699016497220
10655000,10656000,100,172048619,1699016497281
10653000,10654000,47,211443265,1699016497288
10653000,10654000,24,229980192,1699016497332
10651000,10652000,13,303234398,1699016497334
10654000,10655000,54,220362176,1699016497359
10655000,10656000,63,211540452,1699016497379
10655000,10656000,74,212426774,1699016497411
10688000,10689000,98,377933346,1699016497413
10689000,10690000,98,1784812,1699016497415
10656000,10657000,100,189486871,1699016497478
10654000,10655000,47,373011088,1699016497484
10654000,10655000,24,228449919,1699016497529
10652000,10653000,13,278985146,1699016497555
10655000,10656000,54,240165279,1699016497559
