debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10620000,10680000,13,1699970534929,1699970559936
10620000,10680000,100,1699970534921,1699970559936
10620000,10680000,54,1699970534916,1699970559936
10620000,10680000,24,1699970534886,1699970559936
10620000,10680000,63,1699970534925,1699970559936
10620000,10680000,47,1699970534870,1699970559936
10680000,10740000,100,1699970556376,1699970591835
10680000,10740000,47,1699970558156,1699970591835
10680000,10740000,63,1699970558362,1699970591835
10680000,10740000,24,1699970558209,1699970591835
10680000,10740000,13,1699970559515,1699970591835
10680000,10740000,54,1699970557178,1699970591835
10740000,10800000,100,1699970583638,1699970622656
10740000,10800000,63,1699970588585,1699970622656
10740000,10800000,24,1699970589940,1699970622656
10740000,10800000,47,1699970589063,1699970622656
10740000,10800000,54,1699970587018,1699970622656
10740000,10800000,13,1699970591355,1699970622656
10800000,10860000,100,1699970609131,1699970655364
10800000,10860000,54,1699970617673,1699970655364
10800000,10860000,63,1699970618269,1699970655364
10800000,10860000,47,1699970618753,1699970655364
10800000,10860000,13,1699970622225,1699970655364
10800000,10860000,24,1699970621838,1699970655364
10860000,10920000,100,1699970637895,1699970687634
10860000,10920000,63,1699970647288,1699970687634
10860000,10920000,54,1699970647968,1699970687634
10860000,10920000,47,1699970648714,1699970687634
10860000,10920000,13,1699970653321,1699970687634
10860000,10920000,24,1699970654786,1699970687634
10920000,10980000,100,1699970665756,1699970720050
10920000,10980000,63,1699970676241,1699970720050
10920000,10980000,54,1699970677441,1699970720050
10920000,10980000,47,1699970679399,1699970720050
10920000,10980000,13,1699970685712,1699970720050
10920000,10980000,24,1699970687445,1699970720050
10980000,11040000,100,1699970695073,1699970751311
10980000,11040000,63,1699970704389,1699970751311
10980000,11040000,54,1699970707374,1699970751311
10980000,11040000,47,1699970710124,1699970751311
10980000,11040000,13,1699970715808,1699970751311
10980000,11040000,24,1699970719641,1699970751311
11040000,11100000,100,1699970721390,1699970782568
11040000,11100000,63,1699970733750,1699970782568
11040000,11100000,54,1699970737482,1699970782568
11040000,11100000,47,1699970741251,1699970782568
11040000,11100000,13,1699970746549,1699970782568
11040000,11100000,24,1699970750776,1699970782568
11100000,11160000,100,1699970748118,1699970814144
11100000,11160000,63,1699970761850,1699970814144
11100000,11160000,54,1699970767462,1699970814144
11100000,11160000,47,1699970771314,1699970814144
11100000,11160000,13,1699970777391,1699970814144
11100000,11160000,24,1699970782109,1699970814144
