debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
1701184180600,1701184181600,47,2609515,1701184181930
1701184180650,1701184181650,47,2609515,1701184181930
1701184180650,1701184181650,54,3686359,1701184181988
1701184180700,1701184181700,54,3686359,1701184181988
1701184180600,1701184181600,63,1790697,1701184182003
1701184180650,1701184181650,63,1790697,1701184182003
1701184180700,1701184181700,63,1790697,1701184182003
1701184180650,1701184181650,13,1956882,1701184182010
1701184180700,1701184181700,13,1956882,1701184182010
1701184180700,1701184181700,47,3928273,1701184182022
1701184180750,1701184181750,47,3928273,1701184182022
1701184180750,1701184181750,54,6078365,1701184182075
1701184180800,1701184181800,54,6078365,1701184182075
1701184180600,1701184181600,100,1537815,1701184182081
1701184180650,1701184181650,100,1537815,1701184182081
1701184180700,1701184181700,100,3377528,1701184182094
1701184180750,1701184181750,100,3377528,1701184182094
1701184180750,1701184181750,63,3170431,1701184182096
1701184180800,1701184181800,63,3170431,1701184182096
1701184180800,1701184181800,47,5893980,1701184182103
1701184180850,1701184181850,47,5893980,1701184182103
1701184180750,1701184181750,13,4836223,1701184182103
1701184180800,1701184181800,13,4836223,1701184182103
1701184180850,1701184181850,13,4836223,1701184182103
1701184180600,1701184181600,24,4060067,1701184182108
1701184180650,1701184181650,24,4060067,1701184182108
1701184180800,1701184181800,100,6227615,1701184182153
1701184180850,1701184181850,100,6227615,1701184182153
1701184180700,1701184181700,24,7024626,1701184182162
1701184180750,1701184181750,24,7024626,1701184182162
1701184180850,1701184181850,54,7950483,1701184182177
1701184180900,1701184181900,54,7950483,1701184182177
1701184180900,1701184181900,13,7132224,1701184182191
1701184180950,1701184181950,13,7132224,1701184182191
1701184180850,1701184181850,63,4652742,1701184182203
1701184180900,1701184181900,63,4652742,1701184182203
1701184180900,1701184181900,100,8337268,1701184182236
1701184180950,1701184181950,100,8337268,1701184182236
1701184181000,1701184182000,100,8337268,1701184182236
1701184180900,1701184181900,47,7972933,1701184182240
1701184180950,1701184181950,47,7972933,1701184182240
1701184180800,1701184181800,24,9018914,1701184182254
1701184180850,1701184181850,24,9018914,1701184182254
1701184180900,1701184181900,24,12272884,1701184182254
1701184180950,1701184181950,24,12272884,1701184182254
1701184181000,1701184182000,13,8462223,1701184182270
1701184181050,1701184182050,13,8462223,1701184182270
1701184180950,1701184181950,54,10986211,1701184182308
1701184181000,1701184182000,54,10986211,1701184182308
1701184180950,1701184181950,63,5976893,1701184182310
1701184181000,1701184182000,63,5976893,1701184182310
1701184181000,1701184182000,24,15288634,1701184182311
1701184181050,1701184182050,24,15288634,1701184182311
1701184181050,1701184182050,100,9424635,1701184182312
1701184181100,1701184182100,100,9424635,1701184182312
1701184181150,1701184182150,100,11600467,1701184182312
1701184181200,1701184182200,100,11600467,1701184182312
1701184181000,1701184182000,47,11279083,1701184182366
1701184181050,1701184182050,47,11279083,1701184182366
1701184181100,1701184182100,13,10359872,1701184182371
1701184181150,1701184182150,13,10359872,1701184182371
1701184181200,1701184182200,13,13625900,1701184182382
1701184181250,1701184182250,13,13625900,1701184182382
1701184181100,1701184182100,24,20447901,1701184182384
1701184181150,1701184182150,24,20447901,1701184182384
1701184181200,1701184182200,24,22836410,1701184182384
1701184181250,1701184182250,24,22836410,1701184182384
1701184181250,1701184182250,100,18253052,1701184182409
1701184181300,1701184182300,100,18253052,1701184182409
1701184181050,1701184182050,63,6983597,1701184182412
1701184181100,1701184182100,63,6983597,1701184182412
1701184181050,1701184182050,54,12314917,1701184182419
1701184181100,1701184182100,54,12314917,1701184182419
1701184181300,1701184182300,24,24870382,1701184182476
1701184181350,1701184182350,24,24870382,1701184182476
1701184181150,1701184182150,63,8090618,1701184182498
1701184181200,1701184182200,63,8090618,1701184182498
1701184181100,1701184182100,47,12966872,1701184182503
1701184181150,1701184182150,47,12966872,1701184182503
1701184181350,1701184182350,100,21678927,1701184182504
1701184181400,1701184182400,100,21678927,1701184182504
1701184181150,1701184182150,54,13931430,1701184182527
1701184181200,1701184182200,54,13931430,1701184182527
1701184181300,1701184182300,13,15638738,1701184182567
1701184181350,1701184182350,13,15638738,1701184182567
1701184181400,1701184182400,13,18014219,1701184182567
1701184181450,1701184182450,13,18014219,1701184182567
1701184181400,1701184182400,24,26725009,1701184182583
1701184181450,1701184182450,24,26725009,1701184182583
1701184181250,1701184182250,63,9838850,1701184182593
1701184181300,1701184182300,63,9838850,1701184182593
1701184181200,1701184182200,47,14305376,1701184182607
1701184181250,1701184182250,47,14305376,1701184182607
1701184181300,1701184182300,47,14305376,1701184182607
1701184181450,1701184182450,100,23860124,1701184182611
1701184181500,1701184182500,100,23860124,1701184182611
1701184181500,1701184182500,13,19679755,1701184182632
1701184181550,1701184182550,13,19679755,1701184182632
1701184181250,1701184182250,54,16915147,1701184182638
1701184181300,1701184182300,54,16915147,1701184182638
1701184181350,1701184182350,54,16915147,1701184182638
1701184181350,1701184182350,63,11527918,1701184182682
1701184181400,1701184182400,63,11527918,1701184182682
