debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
1700661797600,1700661857600,13,1956882,1700661857847
1700661797650,1700661857650,13,1956882,1700661857980
1700661797650,1700661857650,24,4060067,1700661857980
1700661797650,1700661857650,47,2609515,1700661857980
1700661797650,1700661857650,63,1790697,1700661857980
1700661797700,1700661857700,13,1956882,1700661857981
1700661797700,1700661857700,24,4060067,1700661857981
1700661797700,1700661857700,47,2609515,1700661857981
1700661797700,1700661857700,54,3686359,1700661857981
1700661797700,1700661857700,63,1790697,1700661857981
1700661797700,1700661857700,100,1537815,1700661857981
