debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10500000,10800000,100,1699957037097,1699957112294
10500000,10800000,63,1699957037001,1699957118925
10500000,10800000,47,1699957037021,1699957121406
10500000,10800000,54,1699957036944,1699957122804
10500000,10800000,24,1699957036973,1699957123522
10500000,10800000,13,1699957037066,1699957125451
10800000,11100000,100,1699957111994,1699957249391
10800000,11100000,63,1699957118507,1699957257331
10800000,11100000,47,1699957120907,1699957273227
10800000,11100000,54,1699957122352,1699957275773
10800000,11100000,24,1699957123256,1699957279078
10800000,11100000,13,1699957125089,1699957283735
11100000,11400000,100,1699957249075,1699957380870
11100000,11400000,63,1699957256931,1699957391978
11100000,11400000,24,1699957278670,1699957423002
11100000,11400000,47,1699957272839,1699957425221
11100000,11400000,54,1699957275461,1699957426494
11100000,11400000,13,1699957283322,1699957439022
11400000,11700000,100,1699957380537,1699957512801
11400000,11700000,63,1699957391613,1699957518837
11400000,11700000,24,1699957422624,1699957575321
11400000,11700000,47,1699957424780,1699957577741
11400000,11700000,54,1699957426034,1699957580459
11400000,11700000,13,1699957438549,1699957598483
11700000,12000000,100,1699957512414,1699957635735
