debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
1700664661750,1700664721750,24,2614079,1700664721835
1700664661700,1700664721700,47,2609515,1700664721835
1700664661750,1700664721750,47,2609515,1700664721835
1700664661750,1700664721750,13,1956882,1700664721876
1700664661750,1700664721750,54,3686359,1700664721877
1700664661800,1700664721800,24,4060067,1700664721883
1700664661800,1700664721800,47,2609515,1700664721883
1700664661800,1700664721800,54,3686359,1700664721907
1700664661800,1700664721800,63,1790697,1700664721907
1700664661850,1700664721850,24,4060067,1700664721934
1700664661850,1700664721850,47,3928273,1700664721934
1700664661800,1700664721800,13,1956882,1700664721950
1700664661800,1700664721800,100,1537815,1700664721950
1700664661850,1700664721850,13,4836223,1700664721951
1700664661850,1700664721850,100,1537815,1700664721951
1700664661850,1700664721850,54,6078365,1700664721983
1700664661850,1700664721850,63,1790697,1700664721983
1700664661900,1700664721900,24,7024626,1700664721986
1700664661900,1700664721900,47,3928273,1700664721986
1700664661900,1700664721900,54,6078365,1700664722010
1700664661900,1700664721900,63,3170431,1700664722010
1700664661900,1700664721900,13,4836223,1700664722028
1700664661900,1700664721900,100,3377528,1700664722028
1700664661950,1700664721950,24,7024626,1700664722037
1700664661950,1700664721950,47,5893980,1700664722037
1700664661950,1700664721950,13,7132224,1700664722055
1700664661950,1700664721950,100,3377528,1700664722055
1700664661950,1700664721950,54,7950483,1700664722083
1700664661950,1700664721950,63,3170431,1700664722083
1700664662000,1700664722000,24,9018914,1700664722093
1700664662000,1700664722000,47,5893980,1700664722093
1700664662000,1700664722000,54,7950483,1700664722113
1700664662050,1700664722050,54,7950483,1700664722113
1700664662000,1700664722000,63,4652742,1700664722113
1700664662050,1700664722050,63,4652742,1700664722113
1700664662000,1700664722000,13,7132224,1700664722131
1700664662000,1700664722000,100,6227615,1700664722131
1700664662050,1700664722050,24,9018914,1700664722140
1700664662050,1700664722050,47,7972933,1700664722140
1700664662050,1700664722050,13,8462223,1700664722158
1700664662100,1700664722100,13,8462223,1700664722158
1700664662050,1700664722050,100,6227615,1700664722158
1700664662100,1700664722100,100,6297578,1700664722158
1700664662100,1700664722100,24,12272884,1700664722193
1700664662100,1700664722100,47,7972933,1700664722193
1700664662100,1700664722100,54,10986211,1700664722217
1700664662150,1700664722150,54,10986211,1700664722217
1700664662100,1700664722100,63,5976893,1700664722217
1700664662150,1700664722150,63,5976893,1700664722217
1700664662150,1700664722150,24,12272884,1700664722244
1700664662150,1700664722150,47,11279083,1700664722244
1700664662150,1700664722150,13,10359872,1700664722264
1700664662200,1700664722200,13,10359872,1700664722264
