debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10200000,10800000,98,1699531728801,1699531799859
10200000,10800000,54,1699531728810,1699531799859
10200000,10800000,47,1699531728821,1699531799859
10200000,10800000,63,1699531728838,1699531799859
10200000,10800000,24,1699531728848,1699531799859
10200000,10800000,74,1699531728857,1699531799859
10200000,10800000,100,1699531728866,1699531799859
10200000,10800000,13,1699531728878,1699531799859
10800000,11400000,98,1699531769564,1699532051335
10800000,11400000,100,1699531788268,1699532051335
10800000,11400000,74,1699531794798,1699532051335
10800000,11400000,63,1699531795850,1699532051335
10800000,11400000,54,1699531796977,1699532051335
10800000,11400000,47,1699531797458,1699532051335
10800000,11400000,24,1699531799200,1699532051335
10800000,11400000,13,1699531799696,1699532051335
11400000,12000000,98,1699531919436,1699532300017
11400000,12000000,100,1699532006766,1699532300017
11400000,12000000,63,1699532022066,1699532300017
11400000,12000000,74,1699532027879,1699532300017
11400000,12000000,54,1699532042457,1699532300017
11400000,12000000,47,1699532045638,1699532300017
11400000,12000000,24,1699532045753,1699532300017
11400000,12000000,13,1699532051152,1699532300017
