debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10620000,10680000,100,1699885955762,1699885981365
10620000,10680000,47,1699885955713,1699885981365
10620000,10680000,24,1699885955693,1699885981365
10620000,10680000,54,1699885955737,1699885981365
10620000,10680000,13,1699885955801,1699885981365
10620000,10680000,63,1699885955829,1699885981365
10680000,10740000,54,1699885977763,1699886014288
10680000,10740000,47,1699885979018,1699886014288
10680000,10740000,24,1699885978698,1699886014288
10680000,10740000,100,1699885978598,1699886014288
10680000,10740000,63,1699885979972,1699886014288
10680000,10740000,13,1699885980936,1699886014288
10740000,10800000,54,1699886007912,1699886048018
10740000,10800000,100,1699886004443,1699886048018
10740000,10800000,47,1699886009009,1699886048018
10740000,10800000,24,1699886009944,1699886048018
10740000,10800000,13,1699886013751,1699886048018
10740000,10800000,63,1699886010825,1699886048018
10800000,10860000,100,1699886028222,1699886080329
10800000,10860000,54,1699886037969,1699886080329
10800000,10860000,47,1699886038643,1699886080329
10800000,10860000,63,1699886041163,1699886080329
10800000,10860000,24,1699886041271,1699886080329
10800000,10860000,13,1699886047565,1699886080329
10860000,10920000,100,1699886055740,1699886114170
10860000,10920000,54,1699886068249,1699886114170
10860000,10920000,47,1699886069337,1699886114170
10860000,10920000,63,1699886070825,1699886114170
10860000,10920000,24,1699886072992,1699886114170
10860000,10920000,13,1699886079949,1699886114170
10920000,10980000,100,1699886083358,1699886145367
10920000,10980000,54,1699886098479,1699886145367
10920000,10980000,63,1699886100809,1699886145367
10920000,10980000,47,1699886099593,1699886145367
10920000,10980000,24,1699886103995,1699886145367
10920000,10980000,13,1699886113698,1699886145367
10980000,11040000,100,1699886112573,1699886177423
10980000,11040000,54,1699886127746,1699886177423
10980000,11040000,63,1699886129920,1699886177423
10980000,11040000,47,1699886130829,1699886177423
10980000,11040000,24,1699886134639,1699886177423
10980000,11040000,13,1699886145032,1699886177423
11040000,11100000,100,1699886137691,1699886210417
11040000,11100000,54,1699886158271,1699886210417
11040000,11100000,63,1699886159887,1699886210417
11040000,11100000,47,1699886160895,1699886210417
11040000,11100000,24,1699886165466,1699886210417
11040000,11100000,13,1699886176764,1699886210417
11100000,11160000,100,1699886164302,1699886244020
11100000,11160000,63,1699886187995,1699886244020
11100000,11160000,54,1699886187802,1699886244020
11100000,11160000,47,1699886190783,1699886244020
11100000,11160000,24,1699886195879,1699886244020
11100000,11160000,13,1699886210055,1699886244020
