WrappedNetworkMetrics$start:INTEGER(64 bits),WrappedNetworkMetrics$end:INTEGER(64 bits),WrappedNetworkMetrics$node_id:INTEGER(64 bits),WrappedNetworkMetrics$tBytes:INTEGER(64 bits),timestamp
1698836600000,1698836601000,5,735835732,1698836602830
1698836600000,1698836601000,6,5845115195,1698836602830
1698836600000,1698836601000,7,26897842321,1698836602830
1698836600000,1698836601000,4,2129261323,1698836602830
1698836600000,1698836601000,8,16371795020,1698836602830
1698836600000,1698836601000,9,299527622,1698836602830
1698836600000,1698836601000,11,317582145,1698836602830
1698836600000,1698836601000,10,326758578,1698836602830
1698836600000,1698836601000,1,36168066,1698836602830
1698836601000,1698836602000,10,326759935,1698836603846
1698836601000,1698836602000,5,735837355,1698836603846
1698836601000,1698836602000,6,5845116868,1698836603846
1698836601000,1698836602000,4,2129262960,1698836603846
1698836601000,1698836602000,7,26897843734,1698836603846
1698836601000,1698836602000,8,16371796459,1698836603846
1698836601000,1698836602000,9,299529022,1698836603846
1698836601000,1698836602000,11,317583825,1698836603846
1698836601000,1698836602000,1,36171861,1698836603846
1698836602000,1698836603000,4,2129265411,1698836604863
1698836602000,1698836603000,5,735839905,1698836604863
1698836602000,1698836603000,6,5845119424,1698836604863
1698836602000,1698836603000,8,16371799054,1698836604863
1698836602000,1698836603000,7,26897846352,1698836604863
1698836602000,1698836603000,9,299531735,1698836604863
1698836602000,1698836603000,11,317586447,1698836604863
1698836602000,1698836603000,10,326762784,1698836604863
1698836602000,1698836603000,1,36177416,1698836604863
1698836603000,1698836604000,4,2129267771,1698836605881
1698836603000,1698836604000,5,735842106,1698836605881
1698836603000,1698836604000,8,16371801244,1698836605881
1698836603000,1698836604000,6,5845121605,1698836605881
1698836603000,1698836604000,11,317588711,1698836605881
1698836603000,1698836604000,7,26897848530,1698836605881
1698836603000,1698836604000,9,299533872,1698836605881
1698836603000,1698836604000,10,326764960,1698836605881
1698836603000,1698836604000,1,36181569,1698836605881
1698836604000,1698836605000,11,317591393,1698836606899
1698836604000,1698836605000,5,735844819,1698836606899
1698836604000,1698836605000,6,5845124356,1698836606899
1698836604000,1698836605000,7,26897851199,1698836606899
1698836604000,1698836605000,9,299536473,1698836606899
1698836604000,1698836605000,8,16371803909,1698836606899
1698836604000,1698836605000,10,326767512,1698836606899
1698836604000,1698836605000,4,2129270555,1698836606899
1698836604000,1698836605000,1,36187319,1698836606899
1698836605000,1698836606000,9,299538865,1698836607915
1698836605000,1698836606000,5,735846970,1698836607915
1698836605000,1698836606000,10,326769862,1698836607915
1698836605000,1698836606000,8,16371806139,1698836607915
1698836605000,1698836606000,7,26897853438,1698836607915
1698836605000,1698836606000,6,5845126509,1698836607915
1698836605000,1698836606000,4,2129272686,1698836607915
1698836605000,1698836606000,11,317593877,1698836607915
1698836605000,1698836606000,1,36191393,1698836607915
1698836606000,1698836607000,5,735849721,1698836608930
1698836606000,1698836607000,10,326772406,1698836608930
1698836606000,1698836607000,8,16371808647,1698836608930
1698836606000,1698836607000,7,26897855978,1698836608930
1698836606000,1698836607000,6,5845129141,1698836608930
1698836606000,1698836607000,4,2129275336,1698836608930
1698836606000,1698836607000,11,317596241,1698836608930
1698836606000,1698836607000,9,299541426,1698836608930
1698836606000,1698836607000,1,36196657,1698836608930
1698836607000,1698836608000,8,16371810962,1698836609948
1698836607000,1698836608000,4,2129277502,1698836609948
1698836607000,1698836608000,11,317598871,1698836609948
1698836607000,1698836608000,7,26897858304,1698836609948
1698836607000,1698836608000,6,5845131399,1698836609948
1698836607000,1698836608000,9,299543860,1698836609948
1698836607000,1698836608000,10,326775001,1698836609948
1698836607000,1698836608000,5,735852091,1698836609948
1698836607000,1698836608000,1,36201345,1698836609948
