WrappedNetworkMetrics$start:INTEGER(64 bits),WrappedNetworkMetrics$end:INTEGER(64 bits),WrappedNetworkMetrics$node_id:INTEGER(64 bits),WrappedNetworkMetrics$tBytes:INTEGER(64 bits),timestamp
1698836173000,1698836174000,6,5844329749,1698836175207
1698836173000,1698836174000,7,26897058230,1698836175207
1698836173000,1698836174000,5,735049068,1698836175207
1698836173000,1698836174000,8,16371018854,1698836175207
1698836173000,1698836174000,11,316809971,1698836175207
1698836173000,1698836174000,9,298752722,1698836175207
1698836173000,1698836174000,10,325986461,1698836175207
1698836173000,1698836174000,4,2128474552,1698836175207
1698836173000,1698836174000,1,34435440,1698836175207
1698836174000,1698836175000,11,316812296,1698836176220
1698836174000,1698836175000,9,298755181,1698836176220
1698836174000,1698836175000,10,325988888,1698836176220
1698836174000,1698836175000,4,2128476938,1698836176220
1698836174000,1698836175000,6,5844332328,1698836176220
1698836174000,1698836175000,7,26897060853,1698836176220
1698836174000,1698836175000,5,735051533,1698836176220
1698836174000,1698836175000,8,16371021507,1698836176220
1698836174000,1698836175000,1,34441253,1698836176220
1698836175000,1698836176000,11,316814811,1698836177238
1698836175000,1698836176000,9,298757436,1698836177238
1698836175000,1698836176000,10,325991175,1698836177238
1698836175000,1698836176000,4,2128479159,1698836177238
1698836175000,1698836176000,6,5844334555,1698836177238
1698836175000,1698836176000,5,735053740,1698836177238
1698836175000,1698836176000,7,26897063067,1698836177238
1698836175000,1698836176000,8,16371023710,1698836177238
1698836175000,1698836176000,1,34446867,1698836177238
1698836176000,1698836177000,9,298760057,1698836178257
1698836176000,1698836177000,4,2128481767,1698836178257
1698836176000,1698836177000,10,325993603,1698836178257
1698836176000,1698836177000,6,5844337124,1698836178257
1698836176000,1698836177000,7,26897065609,1698836178257
1698836176000,1698836177000,8,16371026216,1698836178257
1698836176000,1698836177000,5,735056395,1698836178257
1698836176000,1698836177000,11,316817359,1698836178257
1698836176000,1698836177000,1,34448747,1698836178257
1698836177000,1698836178000,10,325996089,1698836179273
1698836177000,1698836178000,4,2128484039,1698836179273
1698836177000,1698836178000,5,735058620,1698836179273
1698836177000,1698836178000,7,26897067976,1698836179273
1698836177000,1698836178000,6,5844339472,1698836179273
1698836177000,1698836178000,8,16371028602,1698836179273
1698836177000,1698836178000,11,316819860,1698836179273
1698836177000,1698836178000,9,298762538,1698836179273
1698836177000,1698836178000,1,34454588,1698836179273
1698836178000,1698836179000,4,2128486434,1698836180289
1698836178000,1698836179000,10,325998345,1698836180289
1698836178000,1698836179000,5,735061036,1698836180289
1698836178000,1698836179000,7,26897070303,1698836180289
1698836178000,1698836179000,8,16371030916,1698836180289
1698836178000,1698836179000,6,5844341864,1698836180289
1698836178000,1698836179000,11,316822095,1698836180289
1698836178000,1698836179000,9,298764857,1698836180289
1698836178000,1698836179000,1,34458663,1698836180289
1698836179000,1698836180000,4,2128488900,1698836181305
1698836179000,1698836180000,10,326000958,1698836181305
1698836179000,1698836180000,5,735063475,1698836181305
1698836179000,1698836180000,7,26897072885,1698836181305
1698836179000,1698836180000,8,16371033485,1698836181305
1698836179000,1698836180000,9,298767421,1698836181305
1698836179000,1698836180000,6,5844344369,1698836181305
1698836179000,1698836180000,11,316824725,1698836181305
1698836179000,1698836180000,1,34463680,1698836181305
1698836180000,1698836181000,4,2128491340,1698836182321
1698836180000,1698836181000,10,326003138,1698836182321
1698836180000,1698836181000,7,26897075020,1698836182321
1698836180000,1698836181000,5,735065782,1698836182321
1698836180000,1698836181000,8,16371035651,1698836182321
1698836180000,1698836181000,9,298769631,1698836182321
1698836180000,1698836181000,6,5844346597,1698836182321
1698836180000,1698836181000,11,316826938,1698836182321
1698836180000,1698836181000,1,34468417,1698836182321
1698836181000,1698836182000,10,326005803,1698836183338
1698836181000,1698836182000,5,735068386,1698836183338
1698836181000,1698836182000,7,26897077817,1698836183338
1698836181000,1698836182000,8,16371038452,1698836183338
1698836181000,1698836182000,9,298772314,1698836183338
1698836181000,1698836182000,6,5844349297,1698836183338
1698836181000,1698836182000,11,316829577,1698836183338
1698836181000,1698836182000,4,2128493981,1698836183338
1698836181000,1698836182000,1,34472547,1698836183338
1698836182000,1698836183000,10,326008083,1698836184350
1698836182000,1698836183000,7,26897080025,1698836184350
1698836182000,1698836183000,5,735070574,1698836184350
1698836182000,1698836183000,8,16371040669,1698836184350
1698836182000,1698836183000,9,298774580,1698836184350
1698836182000,1698836183000,11,316831882,1698836184350
1698836182000,1698836183000,6,5844351469,1698836184350
1698836182000,1698836183000,4,2128496248,1698836184350
1698836182000,1698836183000,1,34478447,1698836184350
1698836183000,1698836184000,10,326010514,1698836185363
1698836183000,1698836184000,7,26897082548,1698836185363
1698836183000,1698836184000,5,735073174,1698836185363
1698836183000,1698836184000,8,16371043160,1698836185363
1698836183000,1698836184000,9,298777020,1698836185363
1698836183000,1698836184000,11,316834238,1698836185363
1698836183000,1698836184000,4,2128498872,1698836185363
1698836183000,1698836184000,6,5844354082,1698836185363
1698836183000,1698836184000,1,34482570,1698836185363
1698836184000,1698836185000,10,326013064,1698836186381
1698836184000,1698836185000,7,26897084923,1698836186381
1698836184000,1698836185000,5,735075381,1698836186381
1698836184000,1698836185000,9,298779470,1698836186381
1698836184000,1698836185000,8,16371045514,1698836186381
1698836184000,1698836185000,11,316836772,1698836186381
1698836184000,1698836185000,6,5844356341,1698836186381
1698836184000,1698836185000,4,2128501040,1698836186381
1698836184000,1698836185000,1,34486008,1698836186381
1698836185000,1698836186000,7,26897087318,1698836187397
1698836185000,1698836186000,5,735077914,1698836187397
1698836185000,1698836186000,9,298781792,1698836187397
1698836185000,1698836186000,8,16371047934,1698836187397
1698836185000,1698836186000,11,316839031,1698836187397
1698836185000,1698836186000,4,2128503640,1698836187397
1698836185000,1698836186000,6,5844358847,1698836187397
1698836185000,1698836186000,10,326015571,1698836187397
1698836185000,1698836186000,1,34490173,1698836187397
1698836186000,1698836187000,7,26897089941,1698836188414
1698836186000,1698836187000,9,298784353,1698836188414
1698836186000,1698836187000,5,735080253,1698836188414
1698836186000,1698836187000,8,16371050401,1698836188414
1698836186000,1698836187000,11,316841652,1698836188414
1698836186000,1698836187000,4,2128505947,1698836188414
1698836186000,1698836187000,6,5844361260,1698836188414
1698836186000,1698836187000,10,326018081,1698836188414
1698836186000,1698836187000,1,34495947,1698836188414
1698836187000,1698836188000,9,298786710,1698836189432
1698836187000,1698836188000,5,735082613,1698836189432
1698836187000,1698836188000,8,16371052634,1698836189432
1698836187000,1698836188000,11,316843787,1698836189432
1698836187000,1698836188000,4,2128508283,1698836189432
1698836187000,1698836188000,6,5844363593,1698836189432
1698836187000,1698836188000,7,26897092381,1698836189432
1698836187000,1698836188000,10,326020350,1698836189432
1698836187000,1698836188000,1,34500143,1698836189432
1698836188000,1698836189000,5,735085142,1698836190448
1698836188000,1698836189000,8,16371055284,1698836190448
1698836188000,1698836189000,11,316846520,1698836190448
1698836188000,1698836189000,4,2128510786,1698836190448
1698836188000,1698836189000,6,5844366121,1698836190448
1698836188000,1698836189000,10,326022987,1698836190448
1698836188000,1698836189000,7,26897094931,1698836190448
1698836188000,1698836189000,9,298789481,1698836190448
1698836188000,1698836189000,1,34505225,1698836190448
1698836189000,1698836190000,8,16371057501,1698836191460
1698836189000,1698836190000,5,735087424,1698836191460
1698836189000,1698836190000,11,316848777,1698836191460
1698836189000,1698836190000,4,2128513086,1698836191460
1698836189000,1698836190000,6,5844368357,1698836191460
1698836189000,1698836190000,10,326025204,1698836191460
1698836189000,1698836190000,7,26897097117,1698836191460
1698836189000,1698836190000,9,298791722,1698836191460
1698836189000,1698836190000,1,34509984,1698836191460
1698836190000,1698836191000,8,16371060136,1698836192473
1698836190000,1698836191000,5,735090045,1698836192473
1698836190000,1698836191000,11,316851314,1698836192473
1698836190000,1698836191000,4,2128515645,1698836192473
1698836190000,1698836191000,6,5844371025,1698836192473
1698836190000,1698836191000,10,326027803,1698836192473
1698836190000,1698836191000,7,26897099838,1698836192473
1698836190000,1698836191000,9,298794337,1698836192473
1698836190000,1698836191000,1,34514285,1698836192473
1698836191000,1698836192000,8,16371062511,1698836193488
1698836191000,1698836192000,5,735092228,1698836193488
1698836191000,1698836192000,11,316853667,1698836193488
1698836191000,1698836192000,4,2128517889,1698836193488
1698836191000,1698836192000,7,26897101980,1698836193488
1698836191000,1698836192000,6,5844373211,1698836193488
1698836191000,1698836192000,10,326030086,1698836193488
1698836191000,1698836192000,9,298796569,1698836193488
1698836191000,1698836192000,1,34519870,1698836193488
1698836192000,1698836193000,5,735094945,1698836194504
1698836192000,1698836193000,11,316856195,1698836194504
1698836192000,1698836193000,4,2128520482,1698836194504
1698836192000,1698836193000,7,26897104482,1698836194504
1698836192000,1698836193000,10,326032499,1698836194504
1698836192000,1698836193000,6,5844375797,1698836194504
1698836192000,1698836193000,9,298799045,1698836194504
1698836192000,1698836193000,8,16371065142,1698836194504
1698836192000,1698836193000,1,34521790,1698836194504
1698836193000,1698836194000,4,2128522735,1698836195521
1698836193000,1698836194000,9,298801457,1698836195521
1698836193000,1698836194000,7,26897106863,1698836195521
1698836193000,1698836194000,10,326034954,1698836195521
1698836193000,1698836194000,6,5844378079,1698836195521
1698836193000,1698836194000,8,16371067480,1698836195521
1698836193000,1698836194000,5,735097291,1698836195521
1698836193000,1698836194000,11,316858821,1698836195521
1698836193000,1698836194000,1,34527585,1698836195521
1698836194000,1698836195000,4,2128525306,1698836196537
1698836194000,1698836195000,9,298803672,1698836196537
1698836194000,1698836195000,7,26897109144,1698836196537
1698836194000,1698836195000,10,326037162,1698836196537
1698836194000,1698836195000,6,5844380408,1698836196537
1698836194000,1698836195000,8,16371069752,1698836196537
1698836194000,1698836195000,11,316860994,1698836196537
1698836194000,1698836195000,5,735099783,1698836196537
1698836194000,1698836195000,1,34531697,1698836196537
1698836195000,1698836196000,9,298806371,1698836197554
1698836195000,1698836196000,7,26897111756,1698836197554
1698836195000,1698836196000,10,326039890,1698836197554
1698836195000,1698836196000,8,16371072357,1698836197554
1698836195000,1698836196000,6,5844382988,1698836197554
1698836195000,1698836196000,11,316863726,1698836197554
1698836195000,1698836196000,5,735102203,1698836197554
1698836195000,1698836196000,4,2128527818,1698836197554
